card_no,holder,cnic,balance,status
6273846824591332,Junaid Sheikh,77484-3098951-4,487,ACTIVE
6273846250293821,Hina Aslam,22267-4278795-1,358,ACTIVE
6273849807271595,Kashif Aslam,58857-6255642-4,146,ACTIVE
6273844387059947,Hassan Butt,54510-8328494-8,3832,ACTIVE
6273847207246843,Laiba Ahmed,32885-1525183-8,2526,ACTIVE
6273845750982097,Umar Qureshi,39033-9551374-3,4277,ACTIVE
6273842704999685,Adnan Ahmed,35871-3494932-2,3242,ACTIVE
6273845277243604,Ayesha Chaudhry,63743-5645948-9,3129,ACTIVE
6273847321696721,Bilal Bashir,44682-4667259-6,3032,ACTIVE
6273844923699117,Asad Sultan,89893-5662293-8,1925,ACTIVE
6273841908319537,Fatima Qureshi,25366-3043960-7,35,ACTIVE
6273841770336692,Farhan Chaudhry,46760-6964609-6,1207,ACTIVE
6273848082741808,Hassan Sultan,48467-3385098-3,804,ACTIVE
6273844689240091,Maryam Sheikh,23789-9377373-9,633,ACTIVE
6273848351679537,Mehwish Raza,35234-8883644-3,4842,ACTIVE
6273843339668603,Hina Hussain,14654-3820616-4,4722,ACTIVE
6273848856585146,Asad Mirza,43781-3218273-9,1882,ACTIVE
6273845195467909,Laiba Bashir,55956-9339636-1,3060,ACTIVE
6273843605509648,Iqra Aslam,36394-2244339-4,1264,ACTIVE
6273844675857786,Amna Bashir,95171-6067679-6,1949,ACTIVE
6273844540436483,Sadia Javed,70629-8785638-5,1861,ACTIVE
6273841416689561,Sana Malik,62985-5152273-5,73,ACTIVE
6273848538200751,Noor Ahmed,54566-4135025-6,1162,ACTIVE
6273843134913179,Usman Khan,53063-6992642-4,4681,ACTIVE
6273843443750742,Maryam Farooq,86870-9712544-8,4860,ACTIVE
6273841765468433,Sadia Javed,49482-1691390-3,4966,ACTIVE
6273848627631813,Sana Aslam,78879-2293854-5,3317,ACTIVE
6273842319451385,Danish Farooq,66075-2584951-5,521,ACTIVE
6273844140604720,Shahid Zafar,46240-1169538-7,3910,ACTIVE
6273844073800735,Usman Farooq,88303-9175930-6,3538,ACTIVE
6273844504128837,Kashif Aslam,43407-8541305-9,4156,ACTIVE
6273841119756578,Laiba Chaudhry,37279-3194188-3,3864,ACTIVE
6273844808566121,Bilal Farooq,80199-7899152-6,3727,ACTIVE
6273842559050659,Usman Bashir,57900-8068037-4,2044,ACTIVE
6273847275573764,Imran Aslam,87760-3787711-9,4172,ACTIVE
6273844294839980,Shahid Hussain,57975-2137997-8,1935,ACTIVE
6273843414881753,Ayesha Khan,96308-1179330-4,1396,ACTIVE
6273846938552511,Shahid Chaudhry,23665-8693366-7,4853,ACTIVE
6273842987660612,Adnan Rashid,17417-3022285-8,2179,ACTIVE
6273845334278274,Iqra Malik,12685-6439281-7,338,ACTIVE
6273844856005312,Zainab Bashir,76737-8509354-6,313,ACTIVE
6273846051257590,Laiba Ahmed,11613-5762802-4,48,ACTIVE
6273847682344912,Iqra Rashid,93969-3722767-1,368,ACTIVE
6273849477555959,Maryam Hussain,44997-9156482-5,1031,ACTIVE
6273844271801975,Owais Bashir,75361-4202586-8,1809,ACTIVE
6273841895111173,Nimra Qureshi,95426-5012359-1,4816,ACTIVE
6273848727213659,Nimra Rashid,97967-5064355-1,823,ACTIVE
6273846096997897,Junaid Siddiqui,47495-1661644-9,1761,ACTIVE
6273844617292584,Usman Javed,17847-8451378-8,3677,ACTIVE
6273846221861165,Asad Sheikh,51650-6037489-9,1813,ACTIVE
6273845346460045,Hina Siddiqui,74667-9228251-1,4871,ACTIVE
6273844664522681,Junaid Ahmed,12777-7317420-4,4009,ACTIVE
6273846966307350,Usman Sultan,61967-8813015-2,2484,ACTIVE
6273848769823435,Mehwish Nawaz,47110-8623127-8,4670,ACTIVE
6273847706737969,Maryam Siddiqui,24858-5166109-1,2590,ACTIVE
6273845183931494,Danish Siddiqui,37420-3069876-4,1428,ACTIVE
6273845784181125,Asad Qureshi,92007-3033956-4,1542,ACTIVE
6273842901299846,Bilal Khan,21226-5173326-7,1828,ACTIVE
6273849504359518,Laiba Mirza,24494-2085193-4,4717,ACTIVE
6273842766213529,Sana Ahmed,73398-3707229-9,1337,ACTIVE
6273845993497468,Owais Zafar,88379-9962074-2,3872,ACTIVE
6273842865756882,Asad Qureshi,98234-6049011-5,3379,ACTIVE
6273847421734615,Maryam Nawaz,10663-9981900-8,1359,ACTIVE
6273843841581561,Junaid Hussain,10996-4010996-8,1211,ACTIVE
6273841404647650,Kashif Zafar,18389-2073967-1,4551,ACTIVE
6273843954655848,Mehwish Mirza,74053-1451777-6,3912,ACTIVE
6273845570867635,Sadia Bashir,22471-1117301-9,2615,BLOCKED
6273849711256505,Rabia Hussain,96445-3523795-4,4889,ACTIVE
6273844312258197,Rabia Siddiqui,34570-1852057-8,4190,ACTIVE
6273849345702809,Junaid Hussain,38553-4776903-5,1476,ACTIVE
6273842222740522,Bilal Ahmed,35801-8352621-8,4499,ACTIVE
6273844056513425,Mehwish Hussain,73055-3010329-4,302,ACTIVE
6273844401479348,Asad Nawaz,60684-5874163-8,3094,ACTIVE
6273849266410871,Usman Raza,36085-1507769-1,497,ACTIVE
6273848549178871,Rabia Butt,38779-5423300-9,3293,ACTIVE
6273843967333635,Mehwish Khan,56080-7051292-7,2026,ACTIVE
6273847317931996,Danish Farooq,33426-3349195-8,1603,ACTIVE
6273843216759694,Junaid Farooq,47509-8121685-2,2695,ACTIVE
6273841626764541,Mehwish Khan,28719-4856988-9,3355,ACTIVE
6273847920822559,Adnan Sheikh,23365-1831569-8,4268,ACTIVE
6273846501310313,Usman Sultan,84395-1734447-6,4996,ACTIVE
6273843131006375,Owais Javed,42959-7935035-4,1832,ACTIVE
6273842620777423,Kashif Bashir,96285-3144166-1,1557,ACTIVE
6273846106069148,Farhan Iqbal,42214-2683101-3,3331,ACTIVE
6273848874431821,Farhan Farooq,68388-4664638-9,3742,ACTIVE
6273842711761229,Laiba Farooq,51015-5913990-8,4492,ACTIVE
6273843587092460,Bilal Javed,61664-4475304-6,696,ACTIVE
6273847306033878,Asad Rashid,17223-7903654-2,2086,ACTIVE
6273844329978559,Farhan Nawaz,59761-1198245-7,2394,ACTIVE
6273845082940274,Hassan Sultan,79229-1314692-8,343,ACTIVE
6273844001481437,Danish Ahmed,77412-8550936-8,4064,ACTIVE
6273843869011287,Asad Zafar,52913-9915257-5,631,ACTIVE
6273844499948846,Maryam Farooq,53020-2837789-1,4239,ACTIVE
6273849615232158,Nimra Ahmed,82519-5323918-4,1282,ACTIVE
6273848320758729,Mehwish Hussain,23558-1076484-8,1302,ACTIVE
6273843784230804,Farhan Raza,71469-4755798-3,4554,ACTIVE
6273842680847340,Asad Farooq,75305-4653557-2,3940,ACTIVE
6273847761850124,Junaid Ahmed,25672-2876187-1,4329,ACTIVE
6273847368241835,Shahid Butt,10535-7790050-3,1624,ACTIVE
6273845037630172,Fatima Butt,82505-8810791-2,2462,ACTIVE
6273848057398248,Owais Mirza,63296-8334375-9,186,ACTIVE
6273846570477225,Ahmed Qureshi,67132-1391578-7,192,ACTIVE
6273848338226406,Zainab Nawaz,85703-4560792-3,1227,BLOCKED
6273847207815065,Imran Mirza,59582-3093280-9,1948,ACTIVE
6273842954028772,Laiba Raza,37600-6461595-7,23,ACTIVE
6273846757647325,Zainab Siddiqui,39921-8180424-3,2149,ACTIVE
6273842550942330,Zainab Raza,56180-8204761-6,3308,ACTIVE
6273844563870284,Ayesha Qureshi,20029-7115378-9,2981,BLOCKED
6273842803272742,Hira Khan,21387-1461489-2,888,ACTIVE
6273843189222759,Kashif Javed,29020-2824479-7,2289,ACTIVE
6273844291731784,Ayesha Nawaz,88052-6714790-7,3207,ACTIVE
6273841389699787,Zainab Aslam,39335-3260209-5,1855,ACTIVE
6273844656351918,Asad Mirza,85875-8822986-4,3331,ACTIVE
6273843032605679,Amna Qureshi,74769-3178227-4,2125,ACTIVE
6273844669885743,Umar Butt,75088-5537091-1,2357,ACTIVE
6273844297105626,Asad Javed,98304-1775766-6,1810,ACTIVE
6273846195603820,Nimra Rashid,81298-9277688-2,2293,ACTIVE
6273847013234485,Amna Bashir,86815-8988275-9,54,ACTIVE
6273848181218514,Fatima Ahmed,84844-7715426-8,1170,ACTIVE
6273843854028997,Owais Iqbal,68502-8979599-7,4530,ACTIVE
6273848229776751,Ayesha Sheikh,59218-4482608-6,529,ACTIVE
6273848064135973,Zainab Aslam,19874-8243871-5,123,ACTIVE
6273842826982834,Maryam Rashid,57233-4912545-5,274,ACTIVE
6273845909769426,Junaid Bashir,55672-7512128-1,2830,ACTIVE
6273845980309305,Kashif Mirza,76540-4585969-6,3220,ACTIVE
6273849765408852,Danish Qureshi,88380-9362002-9,4926,ACTIVE
6273849940651619,Tariq Siddiqui,40015-3905410-5,1180,ACTIVE
6273841481692151,Mehwish Ahmed,76771-7053331-9,1955,ACTIVE
6273842909514804,Ahmed Malik,97318-8593424-8,372,ACTIVE
6273849747840918,Danish Aslam,97779-7844221-9,4104,ACTIVE
6273844871061751,Adnan Siddiqui,10410-3407155-1,210,ACTIVE
6273841411274236,Shahid Bashir,87883-9489452-6,3365,ACTIVE
6273847681786921,Hina Chaudhry,69112-8094191-8,1696,ACTIVE
6273849708682427,Sadia Zafar,75034-3772622-1,1473,ACTIVE
6273842895286142,Nimra Hussain,56834-3105420-1,613,ACTIVE
6273847613084277,Maryam Butt,91208-3378551-8,2681,ACTIVE
6273847764520852,Asad Bashir,64241-7987104-5,3685,ACTIVE
6273846314646995,Imran Javed,41171-2666345-1,4266,ACTIVE
6273844892202410,Bilal Butt,88234-8918945-6,1831,ACTIVE
6273846023975188,Bilal Aslam,12743-6035457-6,4197,ACTIVE
6273843742208335,Amna Qureshi,40307-4585702-5,4739,ACTIVE
6273843216516609,Sadia Chaudhry,56443-2959733-8,1744,ACTIVE
6273848279815118,Asad Zafar,16006-3333289-8,4082,ACTIVE
6273848925115985,Zainab Chaudhry,44718-2436319-6,4804,ACTIVE
6273842568705024,Imran Ahmed,81772-8459876-5,4907,ACTIVE
6273845011914489,Adnan Butt,27157-2640845-2,1801,ACTIVE
6273849174878506,Noor Hussain,18721-5821697-2,4414,ACTIVE
6273844295507630,Bilal Malik,11625-3480193-4,2260,ACTIVE
6273843530540686,Fatima Aslam,66055-3834446-2,2475,ACTIVE
6273842897213108,Bilal Iqbal,75251-3472415-6,3461,ACTIVE
6273843983069650,Danish Raza,23913-4677784-7,805,ACTIVE
6273844803726487,Zainab Sultan,41722-2971259-8,70,ACTIVE
6273846840275971,Usman Bashir,27677-7027942-3,3597,ACTIVE
6273844652389475,Tariq Nawaz,92787-9377932-9,962,ACTIVE
6273844190320401,Noor Bashir,27671-6359324-9,2375,ACTIVE
6273845477168905,Imran Butt,78026-6377747-3,4510,ACTIVE
6273849601951118,Danish Qureshi,56389-2741382-1,3468,ACTIVE
6273848748851686,Bilal Nawaz,18664-3873295-6,4979,ACTIVE
6273842149339187,Maryam Siddiqui,53437-3891893-2,3091,ACTIVE
6273846611393683,Owais Ahmed,84641-6447866-9,3240,BLOCKED
6273849193657384,Ahmed Farooq,88033-3716407-2,2338,ACTIVE
6273845458123172,Hina Qureshi,60179-4040039-3,2957,ACTIVE
6273841212825930,Imran Chaudhry,46020-6569325-3,1994,ACTIVE
6273847788694915,Noor Chaudhry,64355-1286194-6,618,ACTIVE
6273847751797876,Laiba Butt,20822-1251440-5,2617,ACTIVE
6273842916018053,Laiba Aslam,52767-2041018-1,4300,ACTIVE
6273843380433357,Hina Butt,78979-4098747-8,2043,ACTIVE
6273845243078819,Hina Hussain,31829-2920661-3,215,ACTIVE
6273847601632246,Imran Mirza,25561-7054587-9,1261,ACTIVE
6273847677725048,Adnan Malik,73128-3428885-6,1998,ACTIVE
6273846423225697,Nimra Sultan,56115-9795280-5,3476,ACTIVE
6273844420609847,Kashif Sultan,28349-5806323-5,4565,ACTIVE
6273842320598644,Farhan Malik,89166-9868740-3,2681,ACTIVE
6273849841309328,Bilal Hussain,55964-7969120-6,1045,ACTIVE
6273843068202564,Umar Qureshi,51078-7189208-9,1603,ACTIVE
6273847078610043,Noor Iqbal,40865-1965784-1,1107,ACTIVE
6273842879122743,Sadia Bashir,42090-7332856-7,3203,ACTIVE
6273844422834049,Umar Javed,34986-8594603-7,4708,ACTIVE
6273849741733456,Rabia Hussain,31798-4483680-6,2907,ACTIVE
6273847513244042,Shahid Malik,91878-5449667-7,321,ACTIVE
6273843951014041,Tariq Raza,39188-2884052-9,2563,ACTIVE
6273846033919654,Usman Qureshi,74157-8288008-7,862,ACTIVE
6273849500868941,Fatima Mirza,22641-1626689-7,4688,BLOCKED
6273841494936146,Fatima Farooq,59674-1482711-6,1634,ACTIVE
6273849634048777,Amna Sheikh,22574-4841623-3,3783,ACTIVE
6273846895916248,Bilal Siddiqui,57694-6370161-4,385,ACTIVE
6273843090711101,Imran Siddiqui,10153-5209596-2,3415,ACTIVE
6273845365925342,Fatima Bashir,79967-7193028-5,854,ACTIVE
6273842933258001,Maryam Butt,82286-2173187-6,4698,ACTIVE
6273842344051046,Noor Sheikh,25671-6745494-5,2800,ACTIVE
6273846774901999,Mehwish Farooq,66833-9991167-6,2429,ACTIVE
6273845021965684,Zainab Hussain,71274-8057185-5,749,ACTIVE
6273847027267349,Adnan Sheikh,95905-9726522-2,3555,ACTIVE
6273842255351027,Kashif Siddiqui,27967-9367103-7,987,ACTIVE
6273842278936533,Danish Ahmed,53880-8151729-1,1231,ACTIVE
6273845238372852,Iqra Bashir,65147-4481160-4,1861,ACTIVE
6273848251366892,Zainab Sultan,24859-4219821-8,3881,ACTIVE
6273846291500324,Hira Javed,62617-1925017-2,1578,ACTIVE
6273841262228465,Sana Bashir,71219-5168174-8,3001,ACTIVE
6273843501087907,Owais Sultan,62140-5346858-1,2810,ACTIVE
6273849226992186,Sadia Ahmed,40494-1219521-9,2234,BLOCKED
6273847537675998,Tariq Raza,62023-3879315-9,1298,ACTIVE
6273846530568877,Iqra Butt,74693-4934256-6,391,ACTIVE
6273846494833128,Maryam Sultan,94597-2742805-2,2633,ACTIVE
6273841286656554,Umar Zafar,16948-6423856-6,4173,ACTIVE
6273847808892597,Usman Raza,30599-4602170-1,4406,ACTIVE
6273842392536300,Shahid Ahmed,96165-5726845-6,2709,ACTIVE
6273841653548170,Imran Nawaz,85211-7280973-5,2280,ACTIVE
6273844168330568,Hira Siddiqui,25531-8178137-3,1746,ACTIVE
6273841063521479,Umar Iqbal,55507-4854511-2,4937,ACTIVE
6273845396844040,Hira Iqbal,36684-2339480-2,3263,ACTIVE
6273843026121723,Noor Sultan,20917-6982898-1,2402,ACTIVE
6273847617487540,Ahmed Nawaz,97835-1750062-1,2717,ACTIVE
6273841494004625,Nimra Nawaz,85126-6824242-5,1388,ACTIVE
6273848830631657,Mehwish Chaudhry,21786-8632079-8,570,ACTIVE
6273846117817161,Noor Sheikh,65722-4970192-9,250,ACTIVE
6273849946964602,Rabia Raza,62462-3991792-6,1448,ACTIVE
6273842257855536,Bilal Hussain,29001-9560196-2,1631,ACTIVE
6273846707713809,Rabia Siddiqui,65531-5619369-7,4933,ACTIVE
6273844625893848,Asad Mirza,29053-5459018-5,2525,ACTIVE
6273841862127588,Ayesha Hussain,86700-2881107-7,4556,ACTIVE
6273843645819103,Rabia Ahmed,25370-1956926-9,770,ACTIVE
6273848369606280,Usman Malik,90011-1825374-5,2687,ACTIVE
6273841981531435,Fatima Zafar,47907-1462675-8,4308,ACTIVE
6273844934937495,Tariq Aslam,37373-4052165-6,128,ACTIVE
6273843909502468,Sadia Bashir,36088-6597917-9,2486,ACTIVE
6273841199179042,Kashif Rashid,87535-8087638-7,1466,ACTIVE
6273841755549574,Maryam Qureshi,26034-2133913-9,1397,ACTIVE
6273848666810801,Farhan Bashir,82291-7463701-1,239,ACTIVE
6273843988401808,Amna Sheikh,95531-1687443-8,151,ACTIVE
6273846329784699,Nimra Ahmed,93032-2748853-5,2346,ACTIVE
6273846872568678,Ayesha Javed,22272-7800685-7,2153,ACTIVE
6273848900538140,Adnan Qureshi,12426-2716914-8,3620,ACTIVE
6273848688235331,Junaid Qureshi,83207-8449131-4,208,ACTIVE
6273848844110759,Umar Javed,16453-3100719-9,1220,ACTIVE
6273848929249016,Danish Javed,61676-7632734-8,117,ACTIVE
6273842427156387,Owais Javed,87735-7050278-2,504,ACTIVE
6273846699265984,Sana Nawaz,74482-4420804-3,3506,ACTIVE
6273849577734046,Hassan Javed,30982-7308586-6,1599,ACTIVE
6273847246656143,Zainab Hussain,53907-2018284-1,4150,ACTIVE
6273849588084895,Laiba Bashir,18532-2688220-9,704,ACTIVE
6273841192161956,Hira Siddiqui,75839-8322266-1,133,ACTIVE
6273841502971796,Hina Hussain,41977-4081747-6,2792,ACTIVE
6273842903442466,Iqra Qureshi,83592-3123280-8,788,ACTIVE
6273848512406031,Owais Ahmed,70678-1960898-9,357,ACTIVE
6273842110290829,Hina Nawaz,48738-9258006-8,2777,ACTIVE
6273844636681633,Maryam Aslam,40090-1351488-7,1797,ACTIVE
6273844215972769,Farhan Khan,63488-4033046-4,2365,ACTIVE
6273841082838496,Kashif Javed,20149-5684004-1,4299,ACTIVE
6273842231766352,Zainab Sultan,79577-9779596-7,3422,ACTIVE
6273845733721309,Ahmed Zafar,44728-4790255-1,3822,ACTIVE
6273842566574566,Hira Mirza,26735-9624763-3,3588,ACTIVE
6273847989547320,Shahid Farooq,37257-9107765-1,36,ACTIVE
6273842156000612,Farhan Malik,62120-2431761-5,2557,ACTIVE
6273845020794944,Owais Qureshi,79190-5511596-1,3794,ACTIVE
6273849580095764,Sana Butt,97527-6468478-9,1502,ACTIVE
6273843060847562,Hira Rashid,48529-8039650-6,427,ACTIVE
6273848335591337,Sana Butt,41623-3525052-8,2207,ACTIVE
6273844058454083,Laiba Ahmed,28647-3607319-6,1376,ACTIVE
6273843103624922,Hassan Raza,24201-3163143-3,4412,ACTIVE
6273847497564368,Shahid Rashid,53241-9229394-8,2141,ACTIVE
6273847554978115,Zainab Khan,76931-1872529-1,2924,ACTIVE
6273849760936784,Amna Raza,91046-6526460-9,1838,ACTIVE
6273842208433982,Adnan Rashid,27732-6632992-7,181,ACTIVE
6273845620260613,Farhan Chaudhry,12513-2708395-7,1805,ACTIVE
6273846788421369,Maryam Qureshi,97150-4295004-7,3520,ACTIVE
6273847160521073,Danish Malik,65560-4214141-2,4620,ACTIVE
6273843854204422,Hassan Farooq,56965-7335243-1,3572,ACTIVE
6273847137719684,Rabia Bashir,54980-8960350-9,3009,ACTIVE
6273848416944920,Noor Mirza,72964-1345167-2,3439,ACTIVE
6273844031002823,Hassan Malik,81133-3673092-3,2124,ACTIVE
6273844380276894,Ayesha Sultan,47233-5166639-5,912,ACTIVE
6273843967346399,Adnan Farooq,36592-1885758-1,3545,ACTIVE
6273843734494884,Maryam Khan,13561-2113807-2,4521,ACTIVE
6273847357517942,Kashif Zafar,24847-2316214-1,1095,ACTIVE
6273842112526705,Iqra Butt,78799-2402122-8,2842,ACTIVE
6273843666706770,Shahid Mirza,87275-1492031-1,2606,ACTIVE
6273846772875054,Usman Zafar,89146-2480504-5,1762,ACTIVE
6273845752667454,Tariq Farooq,59405-8723392-3,4934,ACTIVE
6273842107672414,Junaid Farooq,40268-8970331-8,4191,ACTIVE
6273843024653922,Shahid Malik,16116-2297555-7,169,ACTIVE
6273849092147682,Adnan Aslam,37429-7046456-4,3975,ACTIVE
6273848859649477,Adnan Raza,85546-4370422-5,3339,ACTIVE
6273843773444002,Kashif Ahmed,94247-4839805-2,4439,ACTIVE
6273842956717836,Ayesha Butt,39735-5908384-1,3618,ACTIVE
6273847293262081,Kashif Qureshi,51021-6341119-1,3183,ACTIVE
6273845816021014,Amna Malik,29055-8416787-5,739,ACTIVE
6273844986133415,Ahmed Chaudhry,92898-3916194-7,767,BLOCKED
6273842671053485,Junaid Malik,39432-2179641-7,4031,ACTIVE
6273847025855696,Owais Hussain,35369-8537721-9,98,ACTIVE
6273849143898292,Junaid Qureshi,97809-3432475-9,2561,ACTIVE
6273847363279058,Asad Aslam,47549-3098714-8,192,ACTIVE
6273847683455549,Tariq Javed,16255-4246686-3,2351,ACTIVE
6273844088754490,Sana Bashir,27407-4985488-8,1061,ACTIVE
6273845742721224,Asad Chaudhry,93720-9362965-2,2131,BLOCKED
6273844576326720,Kashif Raza,38053-1814468-9,2487,ACTIVE
6273849280887305,Maryam Javed,94381-2813295-6,2807,ACTIVE
6273845691191201,Farhan Butt,14649-4948355-9,3600,ACTIVE
6273845700119274,Amna Iqbal,56533-7632715-9,2630,ACTIVE
6273848710679384,Ayesha Bashir,91165-9753562-6,3793,ACTIVE
6273842758006512,Amna Nawaz,67090-8786135-9,1192,ACTIVE
6273847924901813,Rabia Butt,30335-9833387-9,918,ACTIVE
6273849345555550,Amna Siddiqui,49430-9181851-6,2860,ACTIVE
6273843717212784,Farhan Javed,96737-1643629-1,3625,ACTIVE
6273845050172263,Kashif Mirza,16432-2737039-8,1948,ACTIVE
6273846290755394,Hira Raza,47541-3144619-3,2921,ACTIVE
6273843120582354,Sana Qureshi,16812-4606574-4,3901,ACTIVE
6273845814858695,Hira Sultan,26158-5726081-3,1209,ACTIVE
6273845701268776,Shahid Rashid,83710-9480892-5,3621,ACTIVE
6273847427639311,Umar Javed,48132-3510093-6,1832,ACTIVE
6273847307991556,Usman Bashir,42041-5506824-1,3612,ACTIVE
6273845982520795,Nimra Raza,59853-9587400-3,2900,ACTIVE
6273841640014390,Mehwish Qureshi,14518-6334596-1,1061,ACTIVE
6273843816689005,Danish Aslam,82246-6029139-1,748,ACTIVE
6273846264821044,Nimra Rashid,67290-4274135-6,1608,ACTIVE
6273846987792505,Noor Farooq,15798-2173707-7,18,ACTIVE
6273848065864753,Kashif Siddiqui,47580-9825003-3,1251,ACTIVE
6273849245312036,Nimra Bashir,67617-4973878-3,1422,ACTIVE
6273842765258384,Sana Ahmed,67343-6195278-5,516,ACTIVE
6273848672476691,Danish Aslam,17869-4673810-6,1266,ACTIVE
6273842074052518,Junaid Ahmed,16526-8020653-6,514,ACTIVE
6273843191846094,Maryam Malik,61094-7797009-4,3122,BLOCKED
6273849430311753,Shahid Ahmed,70160-6418263-7,2656,ACTIVE
6273846437475803,Farhan Chaudhry,39432-1015119-7,2138,ACTIVE
6273849943769383,Laiba Rashid,54525-5507102-9,3244,ACTIVE
6273849860210529,Sana Sheikh,67809-3750427-2,4061,ACTIVE
6273845138469447,Ahmed Sheikh,24650-8825536-3,2034,ACTIVE
6273849596534784,Iqra Sultan,36024-5649183-1,3569,ACTIVE
6273847145040541,Shahid Chaudhry,70794-4329395-9,3285,ACTIVE
6273843666342608,Rabia Khan,66760-5749882-6,2522,ACTIVE
6273847954915396,Junaid Bashir,34423-3272588-3,202,ACTIVE
6273844865782233,Umar Chaudhry,25322-8694347-1,774,ACTIVE
6273847205575088,Imran Mirza,60930-2306837-6,3144,ACTIVE
6273843816834600,Amna Bashir,19716-1968761-7,4976,BLOCKED
6273848377954970,Usman Zafar,77553-6690396-4,2394,ACTIVE
6273847224839469,Junaid Qureshi,57366-3885350-8,1199,ACTIVE
6273848565436988,Bilal Qureshi,39774-4542925-7,1465,ACTIVE
6273849711388054,Rabia Chaudhry,35988-4506076-1,777,ACTIVE
6273848189933762,Rabia Mirza,45693-5894465-7,568,ACTIVE
6273849821115028,Laiba Farooq,55705-2227654-4,2359,ACTIVE
6273846686657873,Farhan Mirza,70367-3037902-5,1425,ACTIVE
6273842937756363,Adnan Farooq,52523-3961564-6,2393,ACTIVE
6273848949700993,Bilal Chaudhry,23660-8491844-8,2699,BLOCKED
6273848069386885,Hassan Bashir,35430-4042686-3,838,ACTIVE
6273844376553240,Asad Farooq,61633-4351347-9,53,ACTIVE
6273845226008776,Owais Malik,68932-7568646-8,3846,ACTIVE
6273844592126486,Imran Chaudhry,43026-9744616-7,2301,ACTIVE
6273845267001372,Sadia Javed,69833-9745054-9,4714,ACTIVE
6273843339938304,Hira Iqbal,35509-8428199-3,4203,ACTIVE
6273841445166388,Danish Hussain,60957-6743965-4,2703,ACTIVE
6273848489971839,Ahmed Khan,31475-6433706-2,490,ACTIVE
6273843319742918,Mehwish Zafar,67183-7526746-8,3470,ACTIVE
6273846645561463,Amna Sheikh,69331-3995236-9,3963,BLOCKED
6273846143950386,Hina Sultan,53622-6700995-7,2242,ACTIVE
6273842646439115,Sadia Ahmed,42685-4831124-7,4218,ACTIVE
6273841214065007,Asad Raza,80578-3552399-2,4204,ACTIVE
6273849292703172,Danish Sheikh,19666-6125946-9,4734,ACTIVE
6273841375487488,Nimra Bashir,24921-9193421-6,1624,ACTIVE
6273845668311110,Iqra Qureshi,55756-5792429-8,2234,ACTIVE
6273841323735717,Kashif Khan,23504-9564987-2,3519,ACTIVE
6273845831444116,Hira Mirza,97819-7004563-1,3678,ACTIVE
6273841116360649,Junaid Iqbal,59435-4849700-1,3840,ACTIVE
6273842153375912,Maryam Butt,38804-9991450-9,2263,ACTIVE
6273844295439550,Asad Nawaz,51510-6721936-1,3745,ACTIVE
6273849312192474,Laiba Mirza,46031-9074123-2,1378,ACTIVE
6273845977623946,Noor Sultan,31359-9167070-1,3073,ACTIVE
6273843415926564,Hassan Sheikh,16066-1447417-2,1369,ACTIVE
6273843165931402,Hina Zafar,48253-9410299-5,4620,ACTIVE
6273842009388772,Bilal Malik,86064-5660163-6,4669,ACTIVE
6273843209490393,Owais Raza,86141-9991118-6,1716,ACTIVE
6273842606876107,Umar Mirza,19518-7942934-9,3088,BLOCKED
6273847466049491,Laiba Butt,81839-5809802-1,2480,ACTIVE
6273842813537959,Sadia Siddiqui,98880-8747446-6,2458,ACTIVE
6273841595710249,Hira Rashid,16344-6242110-7,1494,ACTIVE
6273841673738510,Umar Javed,19867-3355697-5,2282,ACTIVE
6273845455673111,Shahid Aslam,74440-7634362-1,1316,ACTIVE
6273841515239311,Imran Aslam,30501-9982739-1,478,ACTIVE
6273841859047864,Mehwish Rashid,50824-4058228-7,2832,BLOCKED
6273847594656865,Owais Nawaz,73878-5388577-6,1433,ACTIVE
